Product,category_name,material_type,tensile_strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_kg_per_kg,recyclability_percent,Material_Cost_INR
Composite Engineered Application Unit,Automotive,Composite,435.1,628.67,75,0.56,87.69,31433.5
Biopolymer Engineered Application Unit,Electronics,Biopolymer,28.98,972.47,95,1.54,37.16,48623.5
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,92.81,900.47,41,3.58,41.79,45023.5
Bioplastic Sterile Injection Syringe,Healthcare,Bioplastic,60.57,318.4,40,3.87,91.3,15920
Recycled Fiber Engineered Application Unit,Toys,Recycled Fiber,71.58,826.09,33,1.27,60.28,41304.5
Recycled Fiber High-Gloss Skincare Tube,Cosmetics,Recycled Fiber,582.99,524.96,91,0.26,45.53,26248
Biopolymer Engineered Application Unit,Toys,Biopolymer,136.72,824.46,74,3,85.63,41223
Composite Engineered Application Unit,Furniture,Composite,338.46,711.19,23,3.97,7.35,35559.5
Composite Dual-Layer Cosmetic Tube,Cosmetics,Composite,173.24,553.78,100,0.9,33.72,27689
Composite Barrier Cream Tube,Cosmetics,Composite,545.11,906.15,81,2.06,82.56,45307.5
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,65.67,200.43,69,2.46,30.46,10021.5
Bioplastic High-Gloss Skincare Tube,Cosmetics,Bioplastic,702.15,926.3,5,4.87,5.05,46315
Composite Diagnostic Cartridge,Healthcare,Composite,34.46,894.39,56,4.11,39.61,44719.5
Plant-Based Engineered Application Unit,Automotive,Plant-Based,530.16,261.54,79,1.41,68.1,13077
Biopolymer Medical Dose Dispenser,Healthcare,Biopolymer,883.73,798.15,35,1.42,19.11,39907.5
Recycled Metal Structural Wall Panel,Construction,Recycled Metal,457.95,207.68,85,2.45,63.88,10384
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,788.68,5.96,39,1.86,33.96,298
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,131.41,858.89,54,0.2,5.57,42944.5
Bio-Composite Diagnostic Cartridge,Healthcare,Bio-Composite,826.59,127.25,38,2.39,57.58,6362.5
Recycled Plastic Rear Casing Structure,Home Appliances,Recycled Plastic,496.32,960.31,5,4.87,22.88,48015.5
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,237.18,89.35,12,3.56,1.21,4467.5
Composite Sterile Injection Syringe,Healthcare,Composite,634.18,407.12,47,1.82,31.58,20356
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,550.84,137.2,79,4.44,13.96,6860
Bioplastic Engineered Application Unit,Automotive,Bioplastic,597.57,776.67,7,0.58,97.52,38833.5
Recycled Metal Acoustic Dampening Board,Home Appliances,Recycled Metal,213.9,629.73,100,4.7,60.4,31486.5
Recycled Plastic Fresh Produce Crate,Food Packaging,Recycled Plastic,233.89,837.46,28,4.97,87,41873
Bioplastic Engineered Application Unit,Furniture,Bioplastic,419.87,668.04,49,1.05,20,33402
Agro-Waste Fiber Appliance Housing Panel,Home Appliances,Agro-Waste Fiber,423.15,912.02,58,3.8,60.43,45601
Plant-Based Laminated Lotion Tube,Cosmetics,Plant-Based,189.19,740.27,17,3.47,5.85,37013.5
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,377.32,585.92,41,4.81,45.14,29296
Recycled Plastic Diagnostic Cartridge,Healthcare,Recycled Plastic,505.09,586.49,89,2.72,91.27,29324.5
Composite Engineered Application Unit,Toys,Composite,15.01,644.42,36,4.99,58.16,32221
Biopolymer Eco Cutlery Set,Food Packaging,Biopolymer,163.75,287.15,20,1.48,62.57,14357.5
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,370.63,238.16,49,4.01,83.25,11908
Biopolymer Thermal Insulation Insert,Home Appliances,Biopolymer,762.02,341.87,85,1.44,17.53,17093.5
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,348.9,965.07,98,2.26,64.78,48253.5
Bio-Composite Exterior Cladding Panel,Construction,Bio-Composite,631.9,180.21,74,2.07,80.61,9010.5
Biopolymer Rear Casing Structure,Home Appliances,Biopolymer,104.4,895.43,57,0.49,14.11,44771.5
Bio-Composite Internal Support Chassis,Home Appliances,Bio-Composite,517.77,605.49,18,2.3,71.59,30274.5
Natural Fiber Structural Wall Panel,Construction,Natural Fiber,46.81,500.22,24,3.54,92.85,25011
Recycled Plastic Load-Bearing Partition Board,Construction,Recycled Plastic,617.97,682.7,48,4.08,67.11,34135
Recycled Metal High-Gloss Skincare Tube,Cosmetics,Recycled Metal,16.02,182.58,72,0.26,6.52,9129
Bio-Composite Disposable Serving Bowl,Food Packaging,Bio-Composite,71.08,744.26,14,2.96,38.34,37213
Recycled Fiber Rear Casing Structure,Home Appliances,Recycled Fiber,129.71,494.2,8,4.34,58.62,24710
Bioplastic Eco Cutlery Set,Food Packaging,Bioplastic,850.16,576.72,68,1.8,41.22,28836
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,838.88,305.11,1,3.55,41.22,15255.5
Recycled Metal Engineered Application Unit,Furniture,Recycled Metal,277.18,158.29,30,2.64,84.03,7914.5
Recycled Fiber Engineered Application Unit,Textiles,Recycled Fiber,229.73,907.81,10,2.59,1.17,45390.5
Recycled Plastic Engineered Application Unit,Electronics,Recycled Plastic,271.58,933.96,46,1.44,97.37,46698
Composite Engineered Application Unit,Electronics,Composite,668.95,607.19,66,1.03,87.17,30359.5
Plant-Based Modular Decking Board,Construction,Plant-Based,682.04,724.04,18,3.35,24.07,36202
Recycled Plastic Engineered Application Unit,Toys,Recycled Plastic,108,412.45,12,1.14,9.05,20622.5
Bioplastic Engineered Application Unit,Electronics,Bioplastic,629.94,723.16,27,4.38,9.75,36158
Bio-Composite High-Gloss Skincare Tube,Cosmetics,Bio-Composite,472.68,267.09,92,4.07,61.05,13354.5
Plant-Based Engineered Application Unit,Toys,Plant-Based,100.68,684.17,2,4.8,45.65,34208.5
Agro-Waste Fiber Fresh Produce Crate,Food Packaging,Agro-Waste Fiber,513.78,455.9,73,4.07,2.85,22795
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,621.53,596.3,44,0.74,10.98,29815
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,583.12,440.52,23,3.73,79.93,22026
Composite Load-Bearing Partition Board,Construction,Composite,653.15,206.25,79,2.72,24.23,10312.5
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,156.4,823.89,38,3.91,46.34,41194.5
Composite Engineered Application Unit,Textiles,Composite,778.19,926.6,74,1.2,46.43,46330
Agro-Waste Fiber Fresh Produce Crate,Food Packaging,Agro-Waste Fiber,162.21,884.58,35,0.13,12.72,44229
Bioplastic Engineered Application Unit,Electronics,Bioplastic,484.63,251.32,54,4.96,17.26,12566
Composite Engineered Application Unit,Furniture,Composite,676.61,792.41,45,4.67,48.78,39620.5
Bioplastic Load-Bearing Partition Board,Construction,Bioplastic,566.37,643.98,56,3.52,8.79,32199
Plant-Based Engineered Application Unit,Toys,Plant-Based,641.57,972.99,77,3.53,70.28,48649.5
Recycled Fiber Acoustic Dampening Board,Home Appliances,Recycled Fiber,494.09,95.1,20,3.29,2.61,4755
Recycled Fiber Printed Ointment Tube,Cosmetics,Recycled Fiber,494.3,596.96,74,1.12,27.62,29848
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,640.84,608.23,28,3.97,77.65,30411.5
Biopolymer Appliance Housing Panel,Home Appliances,Biopolymer,701.84,364.2,47,0.57,25.7,18210
Bioplastic Engineered Application Unit,Furniture,Bioplastic,861.13,313.81,58,1.75,58.59,15690.5
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,468.73,322.83,18,2.13,43.37,16141.5
Natural Fiber Disposable Serving Bowl,Food Packaging,Natural Fiber,370.8,506.22,13,0.73,75.28,25311
Composite Engineered Application Unit,Furniture,Composite,42.6,154.83,59,0.69,12.47,7741.5
Natural Fiber Eco Cutlery Set,Food Packaging,Natural Fiber,853.13,820.3,63,3.95,91.27,41015
Agro-Waste Fiber Sterile Injection Syringe,Healthcare,Agro-Waste Fiber,438.67,805.52,20,3.8,23.21,40276
Biopolymer Laminated Lotion Tube,Cosmetics,Biopolymer,151.25,760.78,40,4.81,34.35,38039
Bioplastic Thermal Insulation Slab,Construction,Bioplastic,873.47,585.25,83,3.32,81.58,29262.5
Bioplastic Disposable Serving Bowl,Food Packaging,Bioplastic,355.39,37.79,70,4.54,40.43,1889.5
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,208.15,236.51,28,4.56,1.36,11825.5
Recycled Plastic Internal Support Chassis,Home Appliances,Recycled Plastic,494.32,162.88,17,0.36,53.27,8144
Recycled Fiber Structural Wall Panel,Construction,Recycled Fiber,172.74,634.37,67,2.97,30.25,31718.5
Agro-Waste Fiber Thermal Insulation Insert,Home Appliances,Agro-Waste Fiber,576.22,830.35,22,0.29,56.64,41517.5
Plant-Based Takeaway Clamshell Box,Food Packaging,Plant-Based,798.47,326.64,12,3.77,60.21,16332
Composite Diagnostic Cartridge,Healthcare,Composite,508.96,153.55,4,2.09,6.27,7677.5
Bioplastic Printed Ointment Tube,Cosmetics,Bioplastic,787.58,559.88,97,1.79,29.03,27994
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,410.48,340.36,19,3.89,67.45,17018
Biopolymer Barrier Cream Tube,Cosmetics,Biopolymer,265.72,531.1,2,2.14,86.26,26555
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,255.95,915.67,85,1.14,74.52,45783.5
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,581.99,923.67,38,0.64,77.4,46183.5
Natural Fiber Engineered Application Unit,Furniture,Natural Fiber,523.3,861.83,28,2,84.46,43091.5
Natural Fiber Printed Ointment Tube,Cosmetics,Natural Fiber,4.93,522.58,21,0.52,42.89,26129
Recycled Plastic Eco Cutlery Set,Food Packaging,Recycled Plastic,99.54,955.7,6,4.18,15.26,47785
Recycled Fiber Structural Wall Panel,Construction,Recycled Fiber,567.74,19.3,29,2.22,87.31,965
Plant-Based Engineered Application Unit,Automotive,Plant-Based,882.04,250.26,58,2.69,29.13,12513
Composite Engineered Application Unit,Electronics,Composite,875.38,857.83,43,4.47,12.86,42891.5
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,280.4,246.85,64,4.03,75.94,12342.5
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,654.35,378.39,30,4.99,12.22,18919.5
Agro-Waste Fiber Engineered Application Unit,Furniture,Agro-Waste Fiber,488.99,791.6,28,2.48,60.74,39580
Bio-Composite Appliance Housing Panel,Home Appliances,Bio-Composite,145.02,779.66,60,1.13,55.83,38983
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,369.87,920.68,74,2.47,35.93,46034
Bioplastic Engineered Application Unit,Toys,Bioplastic,293.64,271.23,42,4.04,31.08,13561.5
Recycled Fiber Toothpaste Laminate Tube,Cosmetics,Recycled Fiber,171.89,478.11,88,2.92,89.68,23905.5
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,713.96,962.74,74,4.53,9.05,48137
Plant-Based Engineered Application Unit,Textiles,Plant-Based,782.97,379.82,65,3.67,10.42,18991
Recycled Metal Structural Wall Panel,Construction,Recycled Metal,748.55,683.77,52,1.87,22.03,34188.5
Biopolymer Thermal Insulation Insert,Home Appliances,Biopolymer,457.08,72.91,0,3.63,65.95,3645.5
Composite Engineered Application Unit,Textiles,Composite,689.85,577.21,3,0.96,84.94,28860.5
Recycled Metal Exterior Cladding Panel,Construction,Recycled Metal,192.42,747.46,67,0.22,6.6,37373
Natural Fiber Engineered Application Unit,Automotive,Natural Fiber,584.12,965.04,97,1.9,98.14,48252
Bioplastic Internal Support Chassis,Home Appliances,Bioplastic,775.51,49.87,87,1.44,44.91,2493.5
Bio-Composite Engineered Application Unit,Automotive,Bio-Composite,178.96,91.91,48,4.48,93.68,4595.5
Plant-Based Thermal Insulation Insert,Home Appliances,Plant-Based,556.58,57.51,72,4.77,73.57,2875.5
Plant-Based Engineered Application Unit,Furniture,Plant-Based,619.81,756.13,43,3.67,23.29,37806.5
Bioplastic Engineered Application Unit,Toys,Bioplastic,385.86,890.48,25,0.98,90.49,44524
Bioplastic Engineered Application Unit,Furniture,Bioplastic,282.08,134.51,60,3.51,11.26,6725.5
Bio-Composite Engineered Application Unit,Electronics,Bio-Composite,445.52,469.57,3,3.49,66.62,23478.5
Agro-Waste Fiber Barrier Cream Tube,Cosmetics,Agro-Waste Fiber,329.42,64.11,41,1.64,9.52,3205.5
Plant-Based Laminated Lotion Tube,Cosmetics,Plant-Based,129.99,883.77,55,0.79,12.32,44188.5
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,776.84,36.4,80,0.82,76.63,1820
Natural Fiber Diagnostic Cartridge,Healthcare,Natural Fiber,32.33,626.42,9,1.12,64.31,31321
Recycled Fiber Rear Casing Structure,Home Appliances,Recycled Fiber,555.73,799.36,91,0.88,17.61,39968
Recycled Fiber Engineered Application Unit,Toys,Recycled Fiber,826.97,115.05,20,1.85,50.46,5752.5
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,527.01,988.44,27,1.2,58.8,49422
Bio-Composite Laminated Lotion Tube,Cosmetics,Bio-Composite,737.73,858.12,55,4.25,70.83,42906
Plant-Based Takeaway Clamshell Box,Food Packaging,Plant-Based,736.28,546.1,24,1.84,56.89,27305
Natural Fiber Diagnostic Cartridge,Healthcare,Natural Fiber,232.46,443.08,60,1.28,90.04,22154
Recycled Plastic Fresh Produce Crate,Food Packaging,Recycled Plastic,85.97,711.25,95,1.57,94.63,35562.5
Recycled Metal Engineered Application Unit,Textiles,Recycled Metal,237.57,674.81,26,0.56,33.93,33740.5
Composite Engineered Application Unit,Automotive,Composite,562.15,251.71,93,0.95,1.92,12585.5
Biopolymer Engineered Application Unit,Furniture,Biopolymer,587.14,58.23,18,2.05,43.42,2911.5
Recycled Fiber Thermal Insulation Slab,Construction,Recycled Fiber,664.65,780.12,55,0.54,93,39006
Recycled Metal Exterior Cladding Panel,Construction,Recycled Metal,563.45,188.06,65,4.28,45.41,9403
Agro-Waste Fiber Specimen Collection Container,Healthcare,Agro-Waste Fiber,783.94,224.73,39,1.01,81.54,11236.5
Recycled Plastic Engineered Application Unit,Automotive,Recycled Plastic,553.46,102.54,21,2.81,65.53,5127
Composite Compostable Meal Tray,Food Packaging,Composite,806.03,851.11,63,2.77,42.11,42555.5
Plant-Based Food Storage Container,Food Packaging,Plant-Based,481.32,704.8,74,3.67,7.54,35240
Recycled Metal Engineered Application Unit,Toys,Recycled Metal,45.1,838.41,27,3.75,39.04,41920.5
Composite Disposable Serving Bowl,Food Packaging,Composite,303.99,526.02,20,4.59,8.78,26301
Bio-Composite Printed Ointment Tube,Cosmetics,Bio-Composite,775.47,794.05,27,0.16,89.66,39702.5
Bioplastic Internal Support Chassis,Home Appliances,Bioplastic,821.11,66.11,71,0.85,75.87,3305.5
Recycled Metal Appliance Housing Panel,Home Appliances,Recycled Metal,599.19,300.65,96,1.02,82.87,15032.5
Composite Laminated Lotion Tube,Cosmetics,Composite,781.31,525.71,89,4.07,59.08,26285.5
Biopolymer Takeaway Clamshell Box,Food Packaging,Biopolymer,382.82,586,18,1.43,6.68,29300
Composite Acoustic Dampening Board,Home Appliances,Composite,8.8,162.52,35,1.02,21,8126
Biopolymer Specimen Collection Container,Healthcare,Biopolymer,602.66,916.37,48,2.54,21.91,45818.5
Plant-Based Engineered Application Unit,Textiles,Plant-Based,885.59,848.03,82,3.12,59.64,42401.5
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,398.6,478.71,83,3.27,21.88,23935.5
Agro-Waste Fiber Surgical Instrument Tray,Healthcare,Agro-Waste Fiber,682.84,91.63,15,1.11,31.99,4581.5
Recycled Fiber Motor Support Frame,Home Appliances,Recycled Fiber,709.3,109,90,1.77,16.06,5450
Recycled Fiber Engineered Application Unit,Furniture,Recycled Fiber,690.19,63.6,96,4.54,92.84,3180
Recycled Fiber Specimen Collection Container,Healthcare,Recycled Fiber,167.11,842.48,80,2.44,60.46,42124
Bioplastic Engineered Application Unit,Textiles,Bioplastic,602.13,556.44,19,1.41,23.34,27822
Natural Fiber Engineered Application Unit,Textiles,Natural Fiber,94.87,270.47,22,0.4,70.53,13523.5
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,737.92,662.53,24,1.51,51.04,33126.5
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,152,641.38,78,3.68,17.77,32069
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,898.35,824.55,15,1.96,19.94,41227.5
Bio-Composite Printed Ointment Tube,Cosmetics,Bio-Composite,874,519.71,2,3.8,1.84,25985.5
Recycled Metal Eco Cutlery Set,Food Packaging,Recycled Metal,122.92,368.15,10,3.05,5.08,18407.5
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,773.93,762.5,43,1.61,46.55,38125
Composite Load-Bearing Partition Board,Construction,Composite,778.63,779.69,46,0.26,27.37,38984.5
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,420.11,974.62,71,1.5,49.32,48731
Natural Fiber Disposable Serving Bowl,Food Packaging,Natural Fiber,405.31,522.97,66,3.63,45.93,26148.5
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,612.53,607.56,36,2.58,64.47,30378
Natural Fiber Medical Dose Dispenser,Healthcare,Natural Fiber,818.76,709.02,53,4.88,76.61,35451
Agro-Waste Fiber Sterile Injection Syringe,Healthcare,Agro-Waste Fiber,284.92,621.27,64,2.78,45.96,31063.5
Recycled Plastic Food Storage Container,Food Packaging,Recycled Plastic,298.93,659.27,87,3.49,39.85,32963.5
Bio-Composite Engineered Application Unit,Electronics,Bio-Composite,24.51,443.82,85,2.81,29.27,22191
Natural Fiber Diagnostic Cartridge,Healthcare,Natural Fiber,885.67,295.29,69,3.73,29.42,14764.5
Recycled Plastic Specimen Collection Container,Healthcare,Recycled Plastic,429.52,991.9,40,3.78,19.57,49595
Composite Engineered Application Unit,Furniture,Composite,331.75,21.53,80,4.63,23.92,1076.5
Recycled Metal Engineered Application Unit,Electronics,Recycled Metal,280.4,546.06,9,3.93,4.38,27303
Agro-Waste Fiber Load-Bearing Partition Board,Construction,Agro-Waste Fiber,624.03,506.54,49,4.99,77.47,25327
Recycled Fiber Engineered Application Unit,Electronics,Recycled Fiber,364.48,496.96,21,1.89,60.02,24848
Agro-Waste Fiber Toothpaste Laminate Tube,Cosmetics,Agro-Waste Fiber,195.61,635.67,12,2.65,98.39,31783.5
Recycled Fiber Engineered Application Unit,Automotive,Recycled Fiber,471.23,186.51,5,2.74,52.85,9325.5
Biopolymer Eco Cutlery Set,Food Packaging,Biopolymer,379.89,232.29,74,1.34,91.1,11614.5
Recycled Plastic Engineered Application Unit,Textiles,Recycled Plastic,476.12,871.13,21,4.05,11.37,43556.5
Bio-Composite Surgical Instrument Tray,Healthcare,Bio-Composite,690.38,390.01,47,4.53,53.9,19500.5
Recycled Fiber Engineered Application Unit,Toys,Recycled Fiber,29.44,927.34,63,3.15,25.5,46367
Agro-Waste Fiber Engineered Application Unit,Automotive,Agro-Waste Fiber,216.11,831.14,91,4.45,16.11,41557
Agro-Waste Fiber Printed Ointment Tube,Cosmetics,Agro-Waste Fiber,94.2,7.72,35,0.13,81.35,386
Recycled Plastic Engineered Application Unit,Furniture,Recycled Plastic,316,719.79,26,3.07,64.68,35989.5
Biopolymer Engineered Application Unit,Automotive,Biopolymer,365.09,515.22,65,3.02,99.87,25761
Recycled Metal Engineered Application Unit,Automotive,Recycled Metal,850.08,7.66,61,4.25,78.53,383
Recycled Metal High-Gloss Skincare Tube,Cosmetics,Recycled Metal,280.05,473.77,82,2.66,66.11,23688.5
Natural Fiber Engineered Application Unit,Toys,Natural Fiber,674.4,249.67,72,4.39,5.15,12483.5
Plant-Based Engineered Application Unit,Toys,Plant-Based,271.62,571.14,6,4.88,69.31,28557
Natural Fiber Eco Cutlery Set,Food Packaging,Natural Fiber,366.24,392.8,79,2.14,82.83,19640
Recycled Plastic Structural Wall Panel,Construction,Recycled Plastic,419.04,299.14,23,3.93,10.4,14957
Plant-Based Load-Bearing Partition Board,Construction,Plant-Based,251.45,263.78,52,2.69,4.5,13189
Recycled Fiber Thermal Insulation Slab,Construction,Recycled Fiber,27.24,614.86,47,4.25,90.03,30743
